,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
94,1695813817928,-1.0302734,-0.16601562,-0.43945312,26.09375,-84.65625,-38.34375,-93.4375,3.625,-58.6875,Thingy,Descending stairs,-1,s1862623,,94
95,1695813817955,-1.1425781,0.3466797,-0.3408203,21.59375,-30.53125,6.28125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,95
96,1695813818004,-1.2636719,-0.72265625,-0.4951172,2.59375,-18.09375,62.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,96
97,1695813818031,-1.0957031,0.41796875,0.63964844,-19.375,10.84375,40.8125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,97
98,1695813818078,-1.6035156,1.0703125,0.15136719,-18.5625,16.78125,69.0,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,98
99,1695813818130,-1.0205078,-0.28515625,0.19238281,67.6875,12.9375,20.375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,99
100,1695813818154,-1.3632812,-0.099609375,-0.017578125,32.625,-25.28125,-46.71875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,100
101,1695813818205,-1.0371094,-0.11621094,-0.099609375,28.375,-30.90625,-31.875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,101
102,1695813818228,-0.85253906,-0.016601562,0.022460938,8.53125,-29.0625,-58.0625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,102
103,1695813818279,-0.8125,0.20214844,-0.1015625,33.3125,-3.25,-47.375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,103
104,1695813818329,-0.75878906,-0.0107421875,0.06640625,3.28125,-26.1875,-41.34375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,104
105,1695813819004,-0.78027344,0.23535156,-0.3857422,96.78125,-19.125,29.84375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,121
106,1695813819055,-1.1513672,-0.17382812,-0.3955078,12.4375,-30.28125,20.1875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,122
107,1695813819079,-1.8417969,0.0107421875,-0.6230469,-0.3125,-63.375,33.0,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,123
108,1695813819127,-0.69140625,-0.3388672,0.0029296875,-50.1875,-2.03125,27.75,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,124
109,1695813819153,-0.60058594,-0.39746094,0.5019531,-29.625,-60.5625,-36.34375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,125
110,1695813819206,-1.8330078,0.4560547,0.35742188,51.125,-70.03125,-43.21875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,126
111,1695813819229,-1.0664062,-0.16113281,-0.06933594,54.90625,-18.625,-24.5,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,127
112,1695813819280,-0.7890625,-0.2705078,-0.055664062,84.53125,-15.53125,-70.03125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,128
113,1695813819330,-0.9199219,0.103515625,-0.15234375,61.5,-45.375,-54.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,129
114,1695813819355,-0.87890625,-0.0029296875,-0.12597656,22.8125,-55.8125,-21.5625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,130
115,1695813819404,-0.8574219,0.22363281,-0.125,16.21875,-32.65625,-14.25,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,131
116,1695813819429,-0.9189453,0.41796875,-0.27246094,36.0625,1.21875,17.0625,-92.25,-23.6875,-50.1875,Thingy,Descending stairs,-1,s1862623,,132
117,1695813819480,-0.81152344,-0.13183594,-0.20019531,-10.5,-16.5625,65.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,133
118,1695813819533,-0.3544922,-0.5810547,-0.1171875,28.5,45.875,43.25,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,134
119,1695813819555,-0.85839844,-0.10546875,0.08691406,-8.3125,-9.59375,-7.65625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,135
120,1695813819604,-0.83984375,0.16992188,0.1171875,-46.28125,2.84375,21.65625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,136
121,1695813819628,-0.9658203,0.27539062,-0.041992188,-54.15625,19.34375,13.0,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,137
122,1695813819679,-1.4804688,0.3828125,0.06933594,-18.03125,31.34375,0.03125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,138
123,1695813819730,-1.6142578,0.31640625,-0.48828125,1.8125,88.71875,98.3125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,139
124,1695813819755,-1.9179688,-0.50878906,-0.047851562,43.0625,138.40625,118.34375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,140
125,1695813819807,-1.1884766,-0.38867188,-0.021484375,1.21875,101.375,75.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,141
126,1695813819828,-0.7783203,-0.12207031,-0.07324219,-31.625,44.40625,37.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,142
127,1695813819879,-0.71972656,0.17089844,-0.107421875,-19.71875,-13.125,3.09375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,143
128,1695813819929,-0.52441406,-0.038085938,-0.19921875,6.625,-33.53125,-19.5,-91.375,-8.6875,-66.375,Thingy,Descending stairs,-1,s1862623,,144
129,1695813819979,-0.36328125,-0.016601562,-0.19433594,19.5625,-57.9375,-68.1875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,145
130,1695813820003,-0.41796875,0.11328125,-0.001953125,11.65625,-91.6875,-103.90625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,146
131,1695813820029,-0.6875,0.15722656,-0.171875,22.25,-55.875,-106.9375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,147
132,1695813820079,-1.1367188,0.005859375,-0.27148438,92.03125,-6.4375,-60.1875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,148
133,1695813820130,-0.921875,0.033203125,-0.13769531,97.6875,-70.21875,-31.25,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,149
134,1695813820154,-0.7714844,0.14941406,-0.5,20.84375,-65.5,-7.71875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,150
135,1695813820203,-1.4140625,-0.37695312,-0.4140625,-0.375,-26.6875,11.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,151
136,1695813820230,-1.1210938,-1.0107422,-0.07714844,-78.75,-16.625,29.71875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,152
137,1695813820279,-2.0,1.2324219,0.26757812,-117.8125,24.34375,135.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,153
138,1695813820329,-0.7109375,-0.1015625,0.56640625,-1.1875,47.90625,46.25,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,154
