,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
138,1695813606449,0.89086914,0.27557373,-0.08795166,-4.984375,-7.546875,-0.546875,Respeck,Ascending stairs,-1,s1862623,,138
139,1695813606487,0.78466797,0.05633545,-0.10284424,-2.0625,0.84375,1.109375,Respeck,Ascending stairs,-1,s1862623,,139
140,1695813606524,0.61743164,-0.061584473,-0.09552002,-4.3125,8.21875,-0.46875,Respeck,Ascending stairs,-1,s1862623,,140
141,1695813606576,0.73535156,0.008239746,-0.050354004,14.0625,-0.625,2.84375,Respeck,Ascending stairs,-1,s1862623,,141
142,1695813606612,1.0412598,0.17840576,-0.18927002,2.515625,6.28125,7.984375,Respeck,Ascending stairs,-1,s1862623,,142
143,1695813606650,1.0373535,0.062927246,-0.043762207,-6.515625,5.609375,4.359375,Respeck,Ascending stairs,-1,s1862623,,143
144,1695813606686,1.1352539,-0.07476807,-0.10675049,-9.328125,7.765625,-3.4375,Respeck,Ascending stairs,-1,s1862623,,144
145,1695813606723,1.4082031,0.034362793,-0.2559204,-4.890625,-3.203125,-7.96875,Respeck,Ascending stairs,-1,s1862623,,145
146,1695813606761,1.4040527,0.32977295,-0.4241333,11.765625,-8.015625,-14.796875,Respeck,Ascending stairs,-1,s1862623,,146
147,1695813606850,1.354248,0.06976318,-0.32183838,-57.5625,2.59375,9.28125,Respeck,Ascending stairs,-1,s1862623,,147
148,1695813606852,0.5449219,-0.29766846,-0.44244385,-33.28125,-21.640625,7.84375,Respeck,Ascending stairs,-1,s1862623,,148
149,1695813606887,0.28759766,-0.06915283,-0.39141846,-27.96875,17.71875,-12.140625,Respeck,Ascending stairs,-1,s1862623,,149
150,1695813606924,0.8222656,0.20111084,-0.18292236,-11.296875,30.296875,0.578125,Respeck,Ascending stairs,-1,s1862623,,150
151,1695813606962,1.4384766,0.14569092,-0.17828369,-9.84375,5.125,9.59375,Respeck,Ascending stairs,-1,s1862623,,151
152,1695813606998,0.82421875,0.01751709,-0.20269775,-14.0625,-11.90625,8.109375,Respeck,Ascending stairs,-1,s1862623,,152
153,1695813607048,0.5024414,0.00018310547,-0.22808838,-10.046875,-6.3125,10.734375,Respeck,Ascending stairs,-1,s1862623,,153
154,1695813607085,0.5859375,-0.07965088,-0.21588135,-8.59375,7.625,4.6875,Respeck,Ascending stairs,-1,s1862623,,154
155,1695813607123,0.8300781,-0.069885254,-0.14874268,-18.03125,8.25,-2.578125,Respeck,Ascending stairs,-1,s1862623,,155
156,1695813607162,0.8955078,-0.0010375977,-0.14141846,-18.1875,5.5625,-0.890625,Respeck,Ascending stairs,-1,s1862623,,156
157,1695813607199,0.8339844,-0.09234619,-0.24810791,-7.03125,4.8125,0.421875,Respeck,Ascending stairs,-1,s1862623,,157
158,1695813607236,1.1181641,-0.13922119,-0.18292236,-23.28125,20.453125,-6.546875,Respeck,Ascending stairs,-1,s1862623,,158
159,1695813607336,1.4941406,-0.23370361,-0.36505127,-7.625,-4.421875,0.765625,Respeck,Ascending stairs,-1,s1862623,,159
160,1695813607339,1.7055664,-0.0064086914,-0.40045166,-11.671875,-13.8125,14.359375,Respeck,Ascending stairs,-1,s1862623,,160
161,1695813607361,1.2426758,0.1281128,-0.5354614,-11.34375,-27.546875,23.375,Respeck,Ascending stairs,-1,s1862623,,161
162,1695813607398,1.0571289,0.15716553,-0.48443604,4.046875,-29.03125,25.5625,Respeck,Ascending stairs,-1,s1862623,,162
163,1695813607437,0.67822266,0.4081421,-0.18414307,-14.9375,-16.765625,13.234375,Respeck,Ascending stairs,-1,s1862623,,163
164,1695813607475,0.6411133,0.14715576,-0.23760986,-14.5625,-13.71875,3.234375,Respeck,Ascending stairs,-1,s1862623,,164
165,1695813607523,0.7351074,0.016052246,-0.13165283,-6.015625,-1.171875,-2.453125,Respeck,Ascending stairs,-1,s1862623,,165
166,1695813607561,1.0061035,0.12884521,-0.18487549,6.75,-9.6875,0.0625,Respeck,Ascending stairs,-1,s1862623,,166
167,1695813607600,0.9992676,0.1852417,-0.101379395,-0.296875,-9.1875,-1.34375,Respeck,Ascending stairs,-1,s1862623,,167
168,1695813607636,0.76464844,0.06756592,-0.032043457,-10.625,-3.1875,4.640625,Respeck,Ascending stairs,-1,s1862623,,168
169,1695813607680,0.71728516,-0.09698486,-0.06719971,-12.09375,-4.90625,3.421875,Respeck,Ascending stairs,-1,s1862623,,169
170,1695813607712,0.8618164,-0.061340332,-0.081604004,-6.375,-2.671875,-9.40625,Respeck,Ascending stairs,-1,s1862623,,170
171,1695813607762,0.8911133,0.0602417,-0.097229004,-17.65625,-4.296875,-7.359375,Respeck,Ascending stairs,-1,s1862623,,171
172,1695813607799,0.6640625,0.026794434,0.03289795,-26.6875,3.203125,1.59375,Respeck,Ascending stairs,-1,s1862623,,172
173,1695813607837,0.6645508,0.010437012,0.02923584,-28.453125,16.671875,13.375,Respeck,Ascending stairs,-1,s1862623,,173
174,1695813607875,0.84765625,-0.078430176,0.06707764,-0.875,4.203125,12.46875,Respeck,Ascending stairs,-1,s1862623,,174
175,1695813607912,1.6650391,0.008483887,0.09515381,-25.4375,31.5,-0.703125,Respeck,Ascending stairs,-1,s1862623,,175
176,1695813607948,1.6108398,-0.3045044,-0.074035645,-1.96875,-7.25,-7.859375,Respeck,Ascending stairs,-1,s1862623,,176
177,1695813607999,1.3847656,-0.15704346,-0.51446533,-29.109375,-0.453125,-44.90625,Respeck,Ascending stairs,-1,s1862623,,177
178,1695813608044,1.0087891,0.5140991,-0.55010986,-12.875,-30.8125,1.671875,Respeck,Ascending stairs,-1,s1862623,,178
179,1695813608073,1.1806641,0.2826538,-0.5108032,-62.421875,-21.375,17.84375,Respeck,Ascending stairs,-1,s1862623,,179
